idstr,result,success
bidndiclyshnwomozxfjmxwmqrjevy,83,True
bievwxqotllezoeghyockruajgpbzw,40,True
bifrbldyzutepoelztuasrafitwvzg,109,True
bigaztahryghraoljqexpsijwuhxkf,36,True
bighmyqeocyuknlpbxunfipwekcljd,60,True
biglfvgnrkejzkijkjrkjawjuffzlo,119,True
bijbeenlqhyyidalzfybiqghdkqchu,94,True
bijdlkqzmkxjmkxhbdzhovwotlhkcx,93,True
bilkufidhqinfhmlvtfsxuiekynoyb,61,True
bilwiwemhqpfxkeejgtqlygqafwfcj,85,True
bipxnkqnwjfagurwqoqlsftrzlsyik,94,True
biqinmqjfpdjiblceztdozfstwcuhi,93,True
birpxipwsoesucxblxnhvlvivcvmgc,80,True
bixjmompuywctkwxslvlhaxfoxlrdr,41,True
bjbfwcrxlafosndiuatfafaoulnftd,55,True
bjcbplrrfhygeplkwngecpzpmkovkn,64,True
bjdpfbolknsxxopmqqplkcruachhfn,30,True
bjgdqnnngkynppcocllnajfgpggehc,35,True
bjgqjpoqpoyktnettxfwstebrhpoka,37,True
bjkzufgbkmzpmdctqgxiakghabtuza,36,True
bjluamxdytufeiqxszqvormvijxvpo,39,True
bjoymavwdbsrbkvvwbmnzqbpqfcngj,31,True
bjrmkmphgrebdfjhhqrzfhuazlnvqd,46,True
bjtskijlwciiirpsgxdqvvsruzfijh,387,True
bjuvsxingiuulnqtxcdhuvcwfwewzd,143,True
bjwhiimgakogcscefivdqmssggkhps,49,True
bjyjviptihrrjfdgdniqaqbnfhxcfk,34,True
bkdybfygyivfkzlxzsjoctfrzlvxhk,103,True
bkjupxsprydwujvyvmqigeoyhsfoni,32,True
bklfjynduurrikhahihxohslkuajrz,55,True
bkmtvtnfjgigrkscqotwavhzzyhilt,72,True
bkrmrmasfeibaxlpivqgcsehrisffh,62,True
bktvfgogpssdoddbpuwzhwlumvqfhi,38,True
bkwqbvhynyumitepxmpgxmdazkrsyt,131,True
bkyrrutblbbcarodsueuaqydgnirwu,97,True
bkzbrlnexjjfghowwaofgswqqhxlov,146,True
blbohhqmjopojholyoqetajprmuhxn,91,True
blcuhlmeshhqcemmrxrskqbczeykrv,63,True
bldbbuernncekdheqzfjajfkubafhv,228,True
bldmbpruzaplbkgptuaorndtjfnepr,73,True
blespgxqkafenrcbxmyypttaffhhdm,124,True
blfnqfxottppltobfyocdemvkerjln,70,True
blgouynovnbblropamzlxtejoalxta,68,True
blgrbjkkdqtlduxxzbsoksgmjqvnfl,137,True
blgwjflngaqfduiyoprpayixqpdvqy,56,True
bliqpdmvpakuvpfmfupmyeypufoixt,29,True
bllwzfouxfinwqeyteqmnmtodruypm,51,True
blnilufzxrbkpenlbagaucxhqfnjgx,36,True
blpqdvlgvbuxkvqhcvfrhwxvxkpdsw,46,True
blsfxizlpbwsvgwtoednrhsbuxqfme,57,True
blskjpwniihaupntdygzpfqmjjngxh,38,True
blttgjlwaiqjvasbdmrdbzqgtaozge,45,True
blurvrpdumwfgvbwqqdztlscdnttlc,266,True
bluwqbummudpxkcebcjjkpqhihvpdv,32,True
blvfyglawqoxbcjlfleetkgtefhfdp,42,True
blwfjbrjzdindolrkqytpqrsiilvsu,1416,True
blwgbwsjhrfkzmejplpfqzlhymdikc,31,True
blwifohrssbumbxdfsqovlfjxssarg,33,True
blzjahddyhhlznodvhwchlfvlmgctw,38,True
bmakcetfjusfxsoowdrklyjujtxdzw,54,True
bmbhwszzngfsrjjbuzqiagqsnpcfwi,74,True
bmdydfrhvlwsvavbrbxarzohzkmyer,286,True
bmeztpxpuxazbifzdlszrhrihkuuzw,339,True
bmfzlkkqnwazqblukhlghfvdmwyjxf,869,True
bmjpzrqjcxbxcpexqymqpzmxqolkxh,365,True
bmkabmzmkupbjpohwqxpwewbqwaaeg,60,True
bmkogfdyunxphrrhyzgqiqrhchnpqg,39,True
bmmvplcaaceeafgxydpaeoebvpgyjd,37,True
bmnlqzduezutqjdrduhwzmnlssnttu,47,True
bmpfqsxomyhxshcptpccklttnaknce,63,True
bmrwwuubvnchdvnrmesrwbwushjcsf,86,True
bmuciprkkmduhxvbfwefnqilaaeqbt,32,True
bmupxavbnatvvbyhbmqgkrflerryjl,200,True
bmvstgsxbblbhkibsuezmnpjrfwibv,83,True
bmxuofqgsocmadhkfsfdwedglaymlp,209,True
bnarykwxkpevrewovymovibluzoavx,43,True
bnbfqbdegsgqyjjogftiqvwieoerma,104,True
bncwixeumfvuukycavuudyicafsnam,63,True
bnedpeotlxiimejjlkeiaclemqrqtl,56,True
bnftlxrtgltmkihjnqwfpieoklpdyy,62,True
bnhfensaiizhjlsmrawvtyomyjmuwa,189,True
bnikvhuwflsvaeshjhhdldrttldqln,54,True
bnkydcoeozkewqkaorkdhxwlhfrjoz,47,True
bnldmknmjxivpqpguzclahorukamrb,71,True
bnmjcxkvuctloarzaipbijldvbaowj,67,True
bnojnuxchceyyrvyvvxomyxrbzchus,195,True
bnpedovvutzykqczlovcisxzxdopwg,35,True
bnqpvpnxrawpaoxngbutwnrydoooec,60,True
bnslshzdvdzabupxgrfqayydwpzpoa,29,True
bnvpkktifwtlzozimvxptfiwokqzlb,56,True
bnxkadcitsmovzunhyuwatmbkpiphz,46,True
bnxnylnsnfusggzdbrnrwzdzoikjxc,36,True
bnycubbekboiokaablpddubexkhage,48,True
bnzrthlombqmznjxpkmdahvsjdcxjb,68,True
bobiqcrqmhnnzmitojltnfgnjlgpdf,67,True
bocsoayhuvnpiaqtncnlauawouvepi,88,True
boevzjupdpvosktzhminnnmlmqujbj,59,True
bofvcpcqzemuwsitfskcmfqpianxxd,30,True
bohbyjqjxncnnyjzwyqrryytvdweaz,166,True
boimmxxqimkbhacygfrkglpxiiitbr,34,True
boitbxkzcvprieyhjxkdclpoytcvyv,46,True
bonfdxzvmmszegzvfnrkdzgolbhfpj,80,True
boruorgdmdltvmmpdxuqsdtoglsjvs,65,True
borzcqenmxkzklzzxkwlvqxapvtixb,43,True
bougddndwustxgbmesyklkqefxkbrk,35,True
bouhxziyaqqizxvfcmbddzgvkhdmew,54,True
bowutugigoitrcomzjoccijqjuyqis,397,True
boxyubudszyfvdswbngulffqnkpdue,48,True
bpbcnqghfpcloidlrszlutnruimwxb,35,True
bpcicegdklrdzlslaclnpjrgrkzzra,174,True
bpenshbymtuietvchnbnszxvzkmmzp,35,True
bpgdbnqevgljcooohqrhlapplmvevh,54,True
bpgrtojzwwfvzbbyhfreqlyorobcbb,74,True
bpljqobwzttpaeejgxsnbnsfywldha,29,True
bpmjkqtmybyazxwuqiyughclgxxhlg,33,True
bppszjfdkjswvjktgcuvdnyxeygtrg,32,True
bprcuiyweerdgdcemntrgolzyxkzrf,40,True
bpuznpnlvzqvkzwyoqavptibvacill,24,True
bpxnmihhimypquuzsmxfyasisffyrw,105,True
bpzixufknrmglkekwzwbmxmbmtzzjo,63,True
bqarsqzxwyezspzqfdoxwhytnowfzw,57,True
bqbcvprvhmujvvjqpabihrgoqmfijh,38,True
bqcisqavlzhesqpbumxtrspgservlq,65,True
bqdmuayqwzvlvmakmgbbwpvgnletpj,36,True
bqfcmtjdomltudapqicrgrafvljicn,47,True
bqfhmrwlowarbhsewnnnwunqqmsvzi,30,True
bqfsanszriwnoxyazkndxcalwcuivw,34,True
bqkkrlfifbynuhbgaudesveqpcshyq,30,True
bqlixnwljbmhkfdirelozmqlykrncr,35,True
bqlsudkzcepgqjxzgvxnewgwxvgkeq,32,True
bqpsymypprovmuejyohphjiakffedw,58,True
bqsdnievxubmssuyufhckhlqgycwub,86,True
bquftfzaktrglptzgpntzfkbbdhowl,90,True
bquvphhyoztichyvtqzadlfbxyqxcc,118,True
bqwfhxznseypesvogefutmowiwdaxj,168,True
bqwjezfekibinczidtukuooihofblv,140,True
bqxguuqsvyazmwyyjwehmuqpqcfuoe,90,True
bqywpxngdegkvbjnicgvlofoyhhtjv,149,True
braluxeswaigcmzzvqvqjfiwetzxda,32,True
bravkplhyuthiotfqlbobxujtzhsdu,23,True
brblupeaqkyvuffgmwgqscmkjgttzq,53,True
brciaqenkcrnvhwdothtfjnhajgqsv,36,True
brdyoongjwerqqzzdnajbonopgwgor,41,True
brezndxbykjspdwlhojrenllobbyuf,250,True
brhytewetkbwqsvdauzmacgvbgwfqz,127,True
brmkzpxzqosebexeqqlglvypxiozfq,97,True
brnsvjjoajmrnmudcdwzwmuxjaktpa,2149,True
brooyfljlldtylsaroxtqaysocmnue,50,True
brtybcwfeorgeooyicuzvrzrjtppop,22,True
brvvkmbflalxrrjuzdhnvsxjsakbjr,64,True
brwoalwbcuffdvzxitcyiqktvmzlsk,28,True
brzmyekgrhggqeykyimguapihymqiy,117,True
bsatbaoavwxuykvaeswmearrrmvcgp,40,True
bsdmaywkvyydqahsusntgkjpytkueu,145,True
bskoliudeztaujestibhiajfnndbos,165,True
bstxdiabmyqvadlyzougzhjnkrudsp,36,True
bsvoqnyqxccxokpxdjroblnhapjudv,35,True
bsweazlygdodhqwywjohveapzgylst,46,True
bswjzbkishcswxjjwtcjynmtsczcla,126,True
bsycpftdofnimqxeerjtykunvvwjfx,57,True
bsyhwuewkkajehuwkkrvstdpwsmrfu,52,True
btarqneeebtmnrgfbmfxbomjggcdrs,52,True
btcethcjvfibhpxjxuaegguzmkuxiw,125,True
btciebwqhtzxlepccracxaqccndomi,83,True
btepzckixkfxzyykscoibtcfoobekl,43,True
btfhrmkwmxnrussmcfhtntrfrajcpt,25,True
btfvsoueoepskpmzmuivmpqsbwdxkg,57,True
btgxeyfoienwkktgicmzkgdjzjgjwf,52,True
btjjcbprddahropuoljfnhsjzixfqv,38,True
btjsaiyvokqmxxrfcajvaeomlfdidv,41,True
btkngtqolsvkssjqiiwwkhtcxqwjlw,29,True
btkxqepujophniwimyvazgzxlecmdy,41,True
btkyhxkfjiecwmyhwlraodaklzgrds,78,True
btlkbqsnmxevlpwgrjbbcrhhyttlpx,32,True
btmbrndnlmuwainwsunhlnmublfyht,41,True
btrbrmnpdyoqopzfdxmkukjqnakskk,60,True
btshddsrqlmqytljfqtegrhubwcyfg,91,True
bttmsdqdlpmckmzrmltuyzwhlksauo,51,True
btwanpecugfxrfgwjsrgfecosoctsy,35,True
btygmoxcgwbjvykpwtujnyjswpjmds,73,True
btyvdoycptodskdljdynjfmnibsofn,296,True
btzmrqaurycvuxnhcltdvxhlplckrr,85,True
bubnxdpwphjvzsvqtqkzzgtjylisnw,50,True
bucdidldcuyrybgijmtwlwfmidxqpd,83,True
bucfqtqxhyeiymypfqciktfmijjute,40,True
budgteeftvbnmdsdebjuepmmukbbad,38,True
buegjqcpqpiyfctixpubxcacnqnpxz,93,True
buiphwgllajqizslajmpqobtitdkpe,39,True
bukxlzfjojalkngejilqcxlugtbxlf,40,True
bukyrkyfupacckvhzqspldluhlixcg,53,True
bumigzadxenvudjktjeqvyjlnrvvki,39,True
bunddgvipgimxprztsbtjpjtjkrteo,44,True
buoqitzmyocxurlcywisflhpfjxirl,96,True
buoupbacxrrfdferoprculocnmclxg,101,True
bupjjmxbrshpugnewkqthonbulsldd,34,True
busopuyyzmcqaybjlwaicvmxwkbgdk,41,True
butmmvgpkmmhmqrknoroggclbypjqb,115,True
butweukirhsckxdsaxdbeshuoilscb,45,True
buuytewvzdvohdjceezmnmunflwjez,144,True
buwpedckvjvuhvtupmedfnciuohlpp,43,True
buxqlwkmhedjjltbglotbcrptlhhmw,85,True
buygrsocrzuowokloogbkxkysdvyfs,33,True
bvczjgnbdxiwvluevtzzyaersgwald,34,True
bvdavfcohrolezkasvjopylqmjdqir,68,True
bvdruoqduqdsstsxrclxhycbbisgyw,58,True
bveaiobwfmtimddzhusnjyzhrqmfyp,90,True
bvezellytihbudugdknhccoescnrvc,35,True
bvfhjjjknwanxhsqnwcdemmipgwfeg,697,True
bvfinusfzszutzxddkulrlsrtlvhvd,37,True
bviehjcampgrwisasoaldnzphngiib,64,True
bvieumseperdmcajchoqivrthmgoao,42,True
bvkmmliqflozlfnanjjuyqubhgxhfz,38,True
bvkxahmgpxjfjykzsdwtmtdunvwpwz,77,True
bvmutqtddekfhiqgwpphvhqalxeorf,48,True
bvprsoxkaijmgwpuvhcyrgwmlfzacl,51,True
bvricinvuklbqbjxeadqhjkemdttkm,49,True
bvtmhfbrskkzlmlqevuklngxnhdcxp,40,True
bvudcjuoixxvaivxoelrykrbgvcfsz,46,True
bvwjpfnamvlgpffomqsldegpykuciu,38,True
bvxtybkxlngkdwnetmsppwfutxjzfm,55,True
bvylqrskynwmznlcgnmsrvqyuyvzon,40,True
bwathswnrrqvrdxrncwckssoyymogz,34,True
bwcbrhypzudomxwxqlgktcwgbghcir,145,True
bwcoslmcvdyystrkmoywstpgposqsf,49,True
bwdutohwrhyvbbjlssjvmwdegpfrze,193,True
bwfzkpwyjtdrgxeamwwxyvnmqbwdpg,128,True
bwitewsdjbxnbbgoubeqiyyzpoifef,178,True
bwkfvtfhevlbtuhxzvtzvnmmvfpxev,34,True
bwpbeccuaizmxrebcsqhnxtexmlrhc,35,True
bwtkulxxdhqdzwdmnepnalqzaavvwi,41,True
bwvmaxlrvpjbdqgnomozzesvkzbbvk,38,True
bwxoqdoxubywajkirmfuodkwnguumg,35,True
bwzazdyhfpinncgldnafbszldkojrd,96,True
bxacirblmpkowmjxbenjecpombejxh,75,True
bxbpyahbsnxxedkqiabrerybyawmsv,97,True
bxchhtoxtcsqgsgcsxftvcdgxlsqlz,59,True
bxebdetkmcjwmmdxzktoemkhlyaayx,74,True
bxeenfdjfebydlmydhandxzprfhnnm,71,True
bxfkzvqvareupyhcpeejlkfvfyisdt,40,True
bxfyxdglkhuwqgupsxscwkkgfsxogq,43,True
bxgygtujpseuxryeouvmbvmtxvvupq,40,True
bxhpdkpvmmadqmvfhykyuxfvwkckpv,36,True
bxhzkfjjnrohjwgfcxtctjpqeehpdx,48,True
bxiumbibdrnvipbirppmxfhthgfdct,154,True
bxjgrthdjusgiwkxkqmypmmhaqtcyv,80,True
bxofcprrzkoufuxchtpitgiboovjyq,53,True
bxqreglzunqxuiwtofaknbfuoluroh,60,True
bxqydfgguoskqteaangyndatmjcvjq,263,True
bxscoebgkqlblvdzetfklnfzhqgmtl,56,True
bxvjhelrihaspekcavfedxfchkzijt,50,True
bxxdbrvdglqktsoejqadooiygrsjwz,28,True
bxypyygvdeimvcieeicikwzqxezlid,36,True
bxyssymyzdhnvvukpgzdltmxumrhvp,104,True
bxzmchhvxqglbmxznzevkeccwkhrin,118,True
bxzylkzwbeayruinstrwdznfsbiouz,65,True
byacpatvrqqfbxxbzcgtrfpbqgpvzu,33,True
byaehdbtpjlseanoidowfjqudueohm,57,True
bybwssjfqxkmvfvnlvclrjqkamlyeq,37,True
bycdfmqqeyiyufznuvsdawymvbfpgr,44,True
bycinwvocuickjawbrvpsuaffzdkcm,70,True
bydeugtdnqndqxsmdhznmjexrtwhfn,27,True
byfffuyakvyvgtpgichjrulxlfajaq,195,True
byjofzzwxqlhwyvtorngcglsuemozs,94,True
bylpolhzemacoinnxxbebdugstwkld,421,True
bylrowwebnpbyuqztxuhgvkkmcqkwg,39,True
bymaljiaxlarxhoroofegvahzptsoo,42,True
byqrpvgwfeoszxughuhvydtnzpeypy,23,True
bywudgsfxcrfqwcxvfxktfnecftcpi,38,True
byxeowutgoaksbdoknhxobpautdcar,34,True
byymsqdnxzrdgoqquizeansitfjyuw,41,True
bzasodgtwifqeylrhfnrlceqdshpab,31,True
bzcpqnnvpnwbfddlfneluvkaqkybil,33,True
bzcuvxfjykgoqxcocvifwdgjccexdk,64,True
bzevammuintqrhgjvtnvkiwjzygdbd,86,True
bzfeusysisfiwmqyfebrmftlodbvmk,81,True
bzfwbbabuvxhjqxaviypkbkhyyxcoy,203,True
bzgrwylexwzhrzppohyaaiugzmhxuc,42,True
bzigrojzacjhbnttjxvboucjbllbde,63,True
bzjekvmiygdbhkftlhprqkrotmbpoc,35,True
cabqiqwigabyfahmrnfyrrqfiqsysi,29,True
cacyxikbrjflabhwsmheouimxmsofz,42,True
cadiidvahpafmqcjlklzanyjxojxxg,37,True
caidvhdyzvngrehctfxdcvbvfevepx,251,True
caimqtbvsbetbjcagnvfqjshktpjno,143,True
calacugobqpgdsatofsudgbzzpktel,32,True
camcfacsyjxtaqeqnzmopdcqklohna,42,True
canosowigsiogoqsgaxwfggjjvstqv,33,True
caogdcwfhhjncajiplqfykiqeybufb,54,True
carjrxnpuimjvelskqabdwykasogdm,58,True
cavqexggchphyjffruxqnkibsnnabx,179,True
cazmmuaamdpvcbucapdffduufxaxrg,40,True
cbbkulgaenktujdjnxflokooryiowa,70,True
cbcqatnqhnayitkmyulpjcfhchsmpb,44,True
cbctyvklhhuitluyxlybriifhoneru,29,True
cbcyklpwafceafswdvsuuuurgmdius,70,True
cbdygielzprtxkmqosdlyczfikuban,38,True
cbeuusjqlgqbbhgtsjfsympuwiksdv,58,True
cbfctsmeidmxqnozsowczzjovqiexb,67,True
cbifjrhxpsddadzqutvrczlaryzcjh,36,True
cbkbxvxrxeuklkjgfrfjqxbexbunun,48,True
cblcotkoezolkmohfmhlytjrjorqhw,38,True
cbooptihnviqcivdjebitfgpjwrdcg,156,True
cbqbxobyroryioxlgaotrtzkpddofb,31,True
cbrnvmfajqxptaryavrzipevvradhh,36,True
cbsreadrltmgssorxxszhkmjtrvnwj,25,True
cbuhpdiqxfhlnrzykevffqhjyqtphs,47,True
cbuhqyopwetpkixokflrooyayzcdlx,35,True
cbukyxlrzksyktgnyrgkeqndlsazqj,41,True
cbzwgispeegodidfuxeswcdreloree,56,True
ccaoiemmnjilbyedrwoyyslrdhmjrn,157,True
cccrvyjcgqbsfrloutepndlpjbmjmc,84,True
ccgavuosmltmszxpycgtnogwwybjix,30,True
cciqadrtligpsaoqwpjcdpgektjtjy,31,True
cckclrhylfldtjlpkzhsitsgtgyalu,73,True
cclvkygfijmkriwnlarklhrhoabtbj,45,True
ccmjrkcxqewrhpsgilksbtctcftdmi,43,True
ccozxppzdycrqehvvybdqximhlxtcm,42,True
ccpjctlxodxhhoztmpcimxecgoqcnh,41,True
ccqcxrtnqaohpukpemyribsghoifmj,93,True
ccqehvdodibnbxtojcwxscktqyykoj,45,True
ccvmsiuhopbbtdcesictiuybftiaof,33,True
ccvqzijznpcbjtrtqfvkhnwgiprkbo,36,True
ccyqqpoqcmgkohnefxeubfwfceuzlx,52,True
ccyurojeylexyotpnuzomvrijqtxup,59,True
cdchogevkyglpqjhqfdkayzyxhodcx,139,True
cderysilgzzcrrmxylknvxaviyhcjr,25,True
cdhmwayrhkbyoproizezbymiiepuvg,94,True
cdizygdguvioaqqdwgsymnnssyqgbm,33,True
cdrfxwhhsnvwteoyuupqiapwwncgus,35,True
cdrlvenzrmgjgktpjtsmpryhvuxjze,87,True
cdrpskfbgpwllesxxhaqbiuffxnlfv,24,True
cdsqqbvggpljkhydpnjsffmztojrky,68,True
cdtzbgjhnyptdiikhhkmrnwzlpayvc,33,True
cdwkuphewvsopvlhtqvzbtjvcmlyac,209,True
cdxxmxskzwgqwrobqopzpzgyyyufqa,49,True
cecdwybiswgbzvaiagsggmsoafugwj,96,True
ceduouwtlfkkltyfsiwzdawgasnkoe,59,True
ceeyzletwlbtvezvapkvynyyflcuha,54,True
cefvqsplubhylqlmofbrtvtydbffxf,49,True
cegopczlrthjhbkqrohbbbwsymkwmw,89,True
ceiprgnksugnjmmofpizqxnjmynrdz,33,True
cephyicxczxmcftlkjqprtsyjdahsu,91,True
ceqtlffruwkrrcfxlczmfgtennmfvr,167,True
cerclbuzzeuidhirpheizyqofisxoq,33,True
cerusabtilqhezwclveisixdjxslby,49,True
cesppqhpzunguxrgndnwnztuwuvrsc,57,True
cetfrofqucxcaeugrflzywoyfvgqly,78,True
cewtmjcmfgxgrefmluidrixtoomyid,75,True
ceygqqxlcsxatbxnvbizsjuhjaplhr,664,True
cfairjhmthtzedskmchtzrzdjluqsw,122,True
cfbelxhbmszowbrmdjiridjjglbnid,40,True
cfcsipztrlasjbjfctgwzezbpsjvgf,50,True
cfdtzaamiuheiylosmfknwcbnfajlu,125,True
cfdypupjifmgrreypixduieycfjszy,49,True
cffvxyaedtghbrszecwwbpcephyytv,30,True
cfgyfzataciedggtiikcwzotdylouo,92,True
cfhwruzxtytzuyhaqaiolntkvvryvi,37,True
cfjfhxjpbfhjlptzonvcyczmiaetkq,42,True
cfklqduirlgpwhpsbuczsejbughcoi,100,True
cfnqazicisxryiitlkcjjhmmkzgrvs,71,True
cfolbkxsvqlmvshgvqvekhcwxesjer,56,True
cfpozjcnbcolpxckfsfidvnilooycy,85,True
cfpywpktoozkyizgiswjujqilsnjoy,43,True
cfqeeeemkeogrckfbhbjawhkfcjuhi,69,True
cfqqzstgrnsbgitrbrbkhyvvkveoyi,48,True
cfthlhfhixiekynnncbveryvxpyhvw,61,True
cfvmcqmyoeshqsbjdznvsefthcxhsf,31,True
cfvsblriuhbfyeyvsaopzzoafkqhkk,53,True
cfvtfpwqhrqmvqfbqcuqsdemeczisx,81,True
cfxwoacwpkrsddooyeaujwvoixhpig,70,True
cfynwttqkqweimqrywasfvwjbamlgh,258,True
cfyrvhxnyroagnrkwxcmlutwwddaco,78,True
cfzlkgpomaygdqdjqrdttwiawbzdjs,44,True
cfzrpusccjpgsvunmrlrgwrndrxmvu,32,True
cgcmlvmfjovotlotvwwlanbotdbtbq,99,True
cgfggtchlrxkgdofuaqchcjhaifzec,33,True
cgfkeneflmjeuirqtvpcxycngmkhci,39,True
cghreydphdopmgizyraoceufxygbuy,63,True
cgivlbtkdwnpfmhbcxicpejywoqant,34,True
cgmsqdpsoszxzfbpbhqzadbualvlbd,53,True
cgvgxzoyolvfrtwblppgafpohhrxgw,60,True
cgwuaeucuyaajtuveqnuzbbtmfmrfm,82,True
cgydvxhwyhyjbgzjgclvxexghkpqgy,64,True
chbqledtwlzdepbrndamokghnshqxt,33,True
chdjentprmepyxjtgbskkeolbcxwzc,35,True
checzvctmtsmmhpgxmjojrlkzwhexx,37,True
cheesbeycthtboxkpicsenqqbxtzjz,40,True
chgisznzftrxwwuwlwlghtwmixjpse,49,True
chjhjnktouoymceljhhkufadofjpvi,47,True
chjpprkeqzrfqhkhqcxkwtggzcwziq,43,True
chnqitgtxtxdtnhsyswikjlnucibif,63,True
chpltwhlozrrpyzkoehtzfqbqqqobx,101,True
chuiprttuwgjvqzcaituwknritahyn,37,True
chvdvmvubmcvsxisvsymwjfkahpciv,35,True
chxdxegwvychquvjgtyirrpmrdecnu,117,True
chxxnikblmhoytjuxlrmvmytihsnrn,38,True
ciazxkplgjrzoyczcdshmkkdmhhpby,75,True
cicwlnzvvgkveffcfsbrnnjsacqcbk,171,True
cicykurxzxzeocbgbwlnsawuauqnhw,35,True
ciczqiqxckonpjfhrksfgqkkarorun,39,True
ciebvdvgduqkxorvinjcyvcjhmjzxj,44,True
cihgbbdepfcedrdcmjmfvmlbhrjriu,66,True
ciixwiuypzzvenotnthvgpglhglqaj,64,True
ciolzdyoyjrauejqnszsqugnzexwic,45,True
ciovwmlauwkzrmemmvaqotcgsqqlct,61,True
cipgmfjycdyaxwffcpwotsvwsezzwu,104,True
ciqhinthzsotdjwwyvmltsapplbixe,59,True
cisolpqppjcsmbjnzwdmztoabynhsx,30,True
ciussnintlpbsjatmwqbzcbvhrfyhb,38,True
cizghgcvbpthanstymffugspzvfznn,53,True
cjdivjgngwgdenhwpbpnrcgoqnnxoh,64,True
cjeabrqqygznhtdffikkkjxrkfeods,478,True
cjeymsyelqwoatevmwqcpuwstxgjej,201,True
cjfhwbuckgcbwcykviriefmimqvphr,64,True
cjgjbmleeuadedfeckpjdmwcukhjfm,72,True
cjjrelqqycekxojvaxrqdgbelgwgxt,59,True
cjknawjkxfxjvllqqcsiuvycaeedpz,70,True
cjlgfcfigpjwbrgwucphlbtedhguus,62,True
cjmovygzvrpakkvbumgpqvusnjnccy,38,True
cjohoihsqmvwrfadcolrjedivzcztc,35,True
cjoovvuafklvcfmbevqzmqopdgqmvp,37,True
cjqkdxvfshqjqhwexflhnoqhrssxln,158,True
cjvugdwqlradbwtynsqpckqofpxcym,49,True
cjvvbazkwnxfztipippewszucmcgxk,41,True
cjwhivjvtakpfljxouzzptaznitcyv,45,True
cjxcwfwnffwustlwdhtsijznwfnqhu,52,True
cjzmojqsjtefpzipryzlkydojfuclf,72,True
cjzoocjhqsspngvupjcubrrqfpfxkd,39,True
ckataesscoupqictpbzfppqhrnoolc,159,True
ckdcsgjdnfgutqucdthzaleydpcppd,61,True
ckincikfpbqojnsfgtqmdlyfbsnpgb,59,True
ckinithkbpxbhcazyjusbbztazcdxx,45,True
ckjwnbjbgepcvctrrbrnnvymxzamrt,33,True
ckkagorrhlarihsbamimlqoibrvuzf,35,True
ckonvaglsltfkekrxqhzhvonueoufo,23,True
ckorppddohqzejrkhpwyzsuwgscswh,55,True
ckqyvzwttnvswsxawyzfrbalmohnsw,131,True
ckveuxqcqgdhzxyxgswmqcfzwpnhhf,34,True
ckynpatamnccdfrljazxtuyajnzcsn,41,True
ckzjsiklhnzflwkhsadjefozdwopoy,350,True
cldnqdmzgnnobpwvjptdaniedhwmjl,33,True
clfwhvxhvplgqdfodlsbjrcajxptqw,71,True
cliacwztqmeccujzbihetsjlafijqk,35,True
cliembgmgahbobiwmckpnoklvhhhdc,95,True
clprebrelsdssshmojgndubpbdettc,90,True
clrmdycoaigstdawcyoiyuknvpiyjl,33,True
cltlmztrypgjszfjhipbmqwpmvisie,53,True
clvlrwhhjwutsflaqpaptujsgcjtlu,66,True
clwwntaiwpzsuzjczbygxsranjkhvc,86,True
clxolaebkcphujnbrdvrgzrevdqrmt,32,True
clzsxslqkryixabzodijjxebkvenib,75,True
cmaafmdxzzpcdhmopsyhuxisisabaw,28,True
cmdrthdmbdecjfobvmqkycahmsqboi,160,True
cmdytfpyftjtzbphjoohkabpehtkoj,21,True
cmggpkurmwayhzsvrqbrcmbtwlninb,29,True
cmgjgefggygetrkschlfebrulyqiir,30,True
cmgtqjchenitlabgogeaxrpfbcubyk,36,True
cmlloxepfhzwtsiebspywivtduogyz,225,True
cmlusopqbgbkfhksvvylpgvadafbub,28,True
cmmbdvntkhclormumeynqqiteyaryx,48,True
cmoleosrgvdxuglmkdznfnpggcjilu,55,True
cmqkhnkpbgkmctkvylhvuizfakhwuq,62,True
cmvegpdkdurcdhkfsxiydadbxkubrk,35,True
cmwdutzxpjlynzdppfqpobvxbwuezc,54,True
cmxhyyehwynjrdntosgbrfjmiglqgt,39,True
cnaposeaxupjavshaidwwwtxykvqjy,75,True
cndbspbxdkemkrvbznhuvqqnafpsuz,70,True
cndkhvdyocxknimyjcndkvjbwfshef,47,True
cnglnskawsysslzruzwjvjfvraabma,36,True
cnjgkqdhyrwczqpuxowtbezftayvws,67,True
cnkmatcawsnomfriwlhmxvbvzkcpad,31,True
cnmvvwidbzmqekcoztlqcjayfejddo,71,True
cnptcwefzirsgkzwbnzevqfuvdynqw,36,True
cnwbewmgfdhccbrbjqfkgjudmdivvv,32,True
coanrptttwdgjhgpqnvhhpevzpqyku,36,True
cocbnphrnqennpchpzemwzhqibboqp,28,True
codgybkgrvbxfotaugxgeqyahqezpa,35,True
coelavpkvhthpdmdquuuyrmmiieilx,307,True
cofjbdiqwhrghkfmqniodxjvdkqmys,48,True
contrvhpxwmfzutequpxbhrxcnzczj,88,True
coosmxopkhynxjfpytlrdnvqccogxd,71,True
coqghujrtncvfxnkjfzbreugzbsrzb,215,True
cowfxvvzugmnmfahkfbwdkalnodnfv,62,True
cowmlrjmivyxstfxkwevrlamnhiusv,49,True
coymdnbsdliqknmczpuiujlqwjmvwz,90,True
cpdoulymbeuesxljwikveuybwtvfha,36,True
